cycle,T2,T24,T30,T50,P2,P30,Nf,Nc,scenario,scenario_name
25,531.76,655.83,1609.19,1427.95,13.91,42.64,2380.7,9070.24,pressure_drop,Pressure System Failure
26,534.58,662.97,1629.72,1430.64,13.9,42.7,2405.07,9050.84,pressure_drop,Pressure System Failure
27,537.3,659.07,1615.23,1435.59,13.78,42.58,2400.51,9044.5,pressure_drop,Pressure System Failure
28,532.26,663.06,1616.17,1450.01,13.67,42.66,2382.36,9086.36,pressure_drop,Pressure System Failure
29,532.33,665.87,1640.28,1429.85,13.6,42.59,2377.15,9064.08,pressure_drop,Pressure System Failure
30,538.14,663.69,1620.41,1439.09,13.63,42.38,2372.66,9076.57,pressure_drop,Pressure System Failure
31,537.74,667.86,1634.69,1449.84,13.74,42.09,2375.9,9097.8,pressure_drop,Pressure System Failure
32,539.8,662.22,1641.79,1453.0,13.61,41.94,2398.49,9056.77,pressure_drop,Pressure System Failure
33,532.56,664.4,1644.64,1447.5,13.51,41.85,2405.56,9009.64,pressure_drop,Pressure System Failure
34,536.02,662.93,1639.0,1445.95,13.66,41.78,2396.49,9088.7,pressure_drop,Pressure System Failure
35,535.44,662.46,1626.72,1438.62,13.48,41.55,2376.14,9069.04,pressure_drop,Pressure System Failure
36,540.71,670.52,1629.5,1443.97,13.46,41.72,2380.52,9081.02,pressure_drop,Pressure System Failure
37,535.25,662.74,1644.42,1457.1,13.37,41.78,2374.29,9049.98,pressure_drop,Pressure System Failure
38,535.24,667.42,1637.92,1450.38,13.35,41.56,2399.78,9059.89,pressure_drop,Pressure System Failure
39,538.38,663.67,1640.75,1449.72,13.36,41.74,2389.99,8978.65,pressure_drop,Pressure System Failure
40,539.41,666.83,1658.22,1453.99,13.47,41.19,2390.81,8984.2,pressure_drop,Pressure System Failure
41,540.45,673.26,1647.49,1446.94,13.43,41.55,2405.72,9119.95,pressure_drop,Pressure System Failure
42,544.26,671.79,1637.78,1468.56,13.35,41.2,2393.72,9063.1,pressure_drop,Pressure System Failure
43,540.85,676.24,1637.6,1467.22,13.26,41.21,2397.06,9081.86,pressure_drop,Pressure System Failure
44,545.83,668.11,1640.94,1472.11,13.2,41.18,2407.13,9054.08,pressure_drop,Pressure System Failure
45,541.59,677.65,1664.92,1456.26,13.26,40.79,2378.33,9074.85,pressure_drop,Pressure System Failure
46,540.11,677.54,1641.88,1469.81,13.31,40.78,2394.49,9033.64,pressure_drop,Pressure System Failure
47,539.6,668.83,1657.35,1474.88,13.16,40.99,2398.23,9057.31,pressure_drop,Pressure System Failure
48,542.73,670.23,1669.43,1458.82,13.16,40.64,2396.47,9076.18,pressure_drop,Pressure System Failure
49,544.09,676.09,1654.81,1465.46,13.2,40.42,2381.27,9048.41,pressure_drop,Pressure System Failure
50,548.69,674.31,1650.6,1466.24,13.03,40.41,2398.66,9105.53,pressure_drop,Pressure System Failure
51,542.27,672.32,1660.75,1464.59,13.09,40.1,2378.46,9048.1,pressure_drop,Pressure System Failure
52,545.72,674.05,1677.08,1472.02,13.13,40.0,2370.95,9003.23,pressure_drop,Pressure System Failure
53,549.07,675.1,1659.16,1469.07,13.06,40.35,2408.46,9073.31,pressure_drop,Pressure System Failure
54,547.8,677.88,1663.3,1466.26,12.96,40.2,2374.29,9094.29,pressure_drop,Pressure System Failure
55,548.54,676.84,1675.13,1474.69,12.91,39.74,2402.87,9121.47,pressure_drop,Pressure System Failure
56,552.87,679.53,1668.97,1472.06,12.95,40.04,2374.17,9020.92,pressure_drop,Pressure System Failure
57,546.44,676.91,1676.96,1488.9,12.89,39.71,2375.96,8984.1,pressure_drop,Pressure System Failure
58,550.7,682.07,1680.03,1474.1,12.77,39.91,2373.2,9032.37,pressure_drop,Pressure System Failure
59,552.82,676.61,1682.4,1476.25,12.86,39.43,2379.06,9045.6,pressure_drop,Pressure System Failure
60,549.65,678.25,1674.23,1481.86,12.9,39.78,2390.14,8986.03,pressure_drop,Pressure System Failure
61,554.32,678.91,1671.11,1495.15,12.86,39.68,2371.93,9050.72,pressure_drop,Pressure System Failure
62,552.94,686.1,1671.88,1485.04,12.76,39.4,2389.85,9120.58,pressure_drop,Pressure System Failure
63,554.12,681.13,1677.51,1500.21,12.7,39.54,2403.19,8993.92,pressure_drop,Pressure System Failure
64,554.44,680.09,1677.65,1494.34,12.69,39.16,2386.15,9047.96,pressure_drop,Pressure System Failure
65,550.3,688.55,1680.9,1489.06,12.62,39.03,2372.88,9038.53,pressure_drop,Pressure System Failure
66,558.15,682.01,1696.18,1482.15,12.59,38.94,2396.79,9041.5,pressure_drop,Pressure System Failure
67,555.73,682.16,1686.94,1489.92,12.59,38.73,2395.28,9119.94,pressure_drop,Pressure System Failure
68,552.51,685.42,1699.16,1492.99,12.58,39.06,2391.31,8995.08,pressure_drop,Pressure System Failure
69,558.82,688.18,1698.69,1502.71,12.47,38.72,2376.99,9010.13,pressure_drop,Pressure System Failure
70,553.57,687.44,1688.61,1490.74,12.44,38.67,2385.64,8999.23,pressure_drop,Pressure System Failure
71,553.02,693.32,1702.39,1489.54,12.56,38.48,2374.23,9019.08,pressure_drop,Pressure System Failure
72,559.71,686.03,1699.66,1494.82,12.49,38.39,2375.93,9050.95,pressure_drop,Pressure System Failure
73,559.47,688.86,1692.49,1499.21,12.38,38.31,2398.69,9003.87,pressure_drop,Pressure System Failure
74,558.68,694.03,1703.12,1498.13,12.43,38.53,2382.72,9071.92,pressure_drop,Pressure System Failure
75,559.29,693.01,1705.39,1511.69,12.45,38.42,2382.2,9103.06,pressure_drop,Pressure System Failure
76,555.06,695.07,1692.49,1516.71,12.41,38.32,2407.92,9063.0,pressure_drop,Pressure System Failure
77,559.89,698.37,1710.57,1507.62,12.39,38.23,2378.96,9064.25,pressure_drop,Pressure System Failure
78,556.62,697.63,1714.43,1502.55,12.22,38.07,2404.85,9085.13,pressure_drop,Pressure System Failure
79,558.33,696.63,1716.4,1512.71,12.23,37.74,2404.77,9031.26,pressure_drop,Pressure System Failure
80,560.96,694.64,1702.92,1519.41,12.19,37.64,2372.51,9088.23,pressure_drop,Pressure System Failure
81,561.92,692.6,1699.61,1509.07,12.26,37.5,2403.21,9008.15,pressure_drop,Pressure System Failure
82,565.03,694.57,1709.53,1508.97,12.11,37.91,2389.76,9091.38,pressure_drop,Pressure System Failure
83,560.57,693.74,1701.93,1509.42,12.23,37.69,2387.12,9003.17,pressure_drop,Pressure System Failure
84,562.2,697.35,1704.01,1517.88,12.14,37.27,2380.55,9005.83,pressure_drop,Pressure System Failure
85,565.26,694.14,1717.45,1528.99,12.11,37.06,2402.72,9079.35,pressure_drop,Pressure System Failure
86,560.26,700.15,1710.34,1518.08,12.13,37.2,2376.06,9084.75,pressure_drop,Pressure System Failure
87,566.75,702.27,1727.98,1513.15,12.08,36.98,2375.0,9030.81,pressure_drop,Pressure System Failure
88,564.08,702.04,1715.41,1519.5,11.93,36.98,2392.92,9043.28,pressure_drop,Pressure System Failure
89,569.23,702.44,1723.78,1527.69,11.91,36.74,2402.53,9088.42,pressure_drop,Pressure System Failure
90,567.13,702.72,1730.53,1537.13,11.86,37.13,2387.36,8985.02,pressure_drop,Pressure System Failure
91,571.09,706.77,1713.04,1518.09,11.84,36.92,2380.39,8995.23,pressure_drop,Pressure System Failure
92,563.09,702.32,1738.98,1535.3,11.91,36.7,2381.9,9037.63,pressure_drop,Pressure System Failure
93,563.42,705.54,1738.6,1533.98,11.87,36.64,2392.27,9049.16,pressure_drop,Pressure System Failure
94,565.43,708.46,1725.03,1536.28,11.83,36.75,2403.15,9080.82,pressure_drop,Pressure System Failure
95,567.39,705.35,1744.51,1539.37,11.72,36.19,2395.29,9087.39,pressure_drop,Pressure System Failure
96,571.99,703.11,1742.63,1542.07,11.76,36.38,2379.14,9109.48,pressure_drop,Pressure System Failure
97,565.46,709.22,1725.58,1524.97,11.78,36.39,2372.43,9031.22,pressure_drop,Pressure System Failure
98,568.92,706.07,1739.96,1549.01,11.67,35.92,2398.07,9015.02,pressure_drop,Pressure System Failure
99,567.04,703.04,1728.23,1538.83,11.64,36.08,2401.91,8989.47,pressure_drop,Pressure System Failure
100,575.57,704.54,1736.08,1539.92,11.61,35.85,2382.55,9017.33,pressure_drop,Pressure System Failure
